"ID"	"HalCount"	"OCount"	"NCount"	"RingCount"	"SingleBoundCount"	"DoubleBoundCount"	"NumAromaticHeterocycles"	"FractionCSP3"	"NumUnspecifiedStereocenters"	"MolLogP"	"MolLogP2"	"AWeightHeavyAtom"	"qed"	"BalabanJ"	"Ipc"	"Chi3c"	"Chi5ch"	"Chi6ch"	"Chiv4c"	"Chiv5ch"	"Chiv6ch"	"HallKierAlpha"	"bcutm1"	"bcutm2"	"CIC2"	"SIC0"	"SIC2"	"IC0"	"IC1"	"Cfrag16"	"Cfrag17"	"SEStatefrag16"	"SEStatefrag17"	"SEStatefrag32"	"MinEStateIndex"	"MinAbsEStateIndex"	"EStateVSA1"	"EStateVSA3"	"EStateVSA4"	"EStateVSA5"	"EStateVSA6"	"EStateVSA7"	"EStateVSA8"	"EStateVSA9"	"EStateVSA10"	"MATSm1"	"MATSm2"	"MATSm4"	"MATSe1"	"MATSe2"	"MATSe3"	"MATSe4"	"MATSe6"	"MATSe8"	"GATSm1"	"GATSm5"	"GATSm6"	"GATSe1"	"GATSe2"	"GATSe4"	"GATSe5"	"GATSe8"	"Rnc"	"Rpc"	"Mnc"	"Mpc"	"QOss"	"QNss"	"QCss"	"QOmin"	"QNmin"	"QHmin"	"QOmax"	"QNmax"	"QCmax"	"QHmax"	"SlogP_VSA1"	"SlogP_VSA2"	"SlogP_VSA3"	"SlogP_VSA7"	"SlogP_VSA8"	"SlogP_VSA10"	"SlogP_VSA11"	"SMR_VSA1"	"SMR_VSA3"	"SMR_VSA4"	"SMR_VSA6"	"SMR_VSA9"	"SMR_VSA10"	"PEOE_VSA1"	"PEOE_VSA3"	"PEOE_VSA4"	"PEOE_VSA5"	"PEOE_VSA6"	"PEOE_VSA7"	"PEOE_VSA9"	"PEOE_VSA10"	"PEOE_VSA12"	"PEOE_VSA13"	"PEOE_VSA14"	"VSA_EState1"	"VSA_EState2"	"VSA_EState3"	"VSA_EState4"	"VSA_EState7"	"VSA_EState8"	"BP_pred"	"LogVP_pred"	"LogWS_pred"	"LogHL_pred"	"RT_pred"	"LogKOA_pred"	"BioDeg_LogHalfLife_pred"	"ReadyBiodeg_pred"	"LogKM_pred"	"FUB_pred"	"ClCount"	"BrCount"	"PCount"	"SCount"	"NumRotatableBonds"	"TripleBoundCount"	"NumStereocenters"	"NumAmideBonds"	"Weiner"	"Tigdi"	"petitjean"	"Chi4pc"	"Chi3ch"	"dchi0"	"dchi1"	"skappa3"	"bcutm4"	"bcutm10"	"CIC3"	"Cfrag9"	"Cfrag10"	"Cfrag14"	"Cfrag19"	"Cfrag24"	"Cfrag25"	"Cfrag26"	"Cfrag28"	"Cfrag29"	"Cfrag30"	"Cfrag31"	"Cfrag32"	"Cfrag34"	"Cfrag35"	"Cfrag37"	"Cfrag41"	"Cfrag42"	"Cfrag45"	"Cfrag52"	"Cfrag53"	"MaxEStateIndex"	"MATSm6"	"MATSv1"	"MATSv4"	"MATSv7"	"MATSv8"	"MATSe7"	"GATSm4"	"GATSv1"	"GATSv5"	"GATSv6"	"GATSv7"	"SPP"	"LDI"	"Qmin"	"Qmax"	"SlogP_VSA5"	"ICount"	"NumHDonors"	"NumHAcceptors"	"ArBoundCount"	"NumAliphaticRings"	"NumAromaticCarbocycles"	"UI"	"Chi4c"	"Chi4ch"	"Chiv4pc"	"bcutm3"	"bcutm9"	"bcutv1"	"CIC4"	"CIC5"	"CIC6"	"IC2"	"Cfrag50"	"Cfrag51"	"MATSv3"	"MATSv5"	"FpDensityMorgan1"	"LogP_pred"	"NumHeteroatoms"	"Fcount"	"bcutm11"	"CIC1"	"Cfrag18"	"Cfrag48"	"Hato"	"NumAliphaticHeterocycles"	"HeavyAtomCount"	"Aff"
"92-87-5"	"92-87-5"	0	0	2	2	3	0	0	0	0	2.518	6.340324	12.29614	0.668922	2.396509	2046.464	0.911	0	0.167	0	0	0.056	-1.96	3.915615	3.650052	2.076923	0.279616	0.558143	1.31432	2.315824	0	4	0	3.867398	0	0.781662	0.781662	0	0	22.501676	0	0	48.530937	0	11.467335	0	0.011111	-0.066667	-0.027778	0.011111	-0.066667	-0.092593	-0.027778	-0.416667	-1	0.505556	0.758333	1.895833	0.505556	0.758333	0.631944	0.758333	3.791667	0.332959	0.130448	-0.099794	0.085538	0	0.317968	0.01954	0	-0.398728	0.063001	0	-0.398728	0.031391	0.156216	11.467335	0	0	0	11.126903	11.374773	0	0	0	0	11.467335	11.126903	11.374773	11.467335	0	0	0	24.265468	35.392371	0	0	0	0	0	0	0	0	15.08513	0	0	400	-6.39	-2.74	-6.97	10.45	8.35	1.54	0	-0.23	0.2	0	0	0	0	1	0	0	0	315	1287	0.444444	1.759	0	2.193	2.284	1.689069	2.616865	1.819464	2.19306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.608865	-0.416667	0.011111	-0.027778	-0.766667	-1	-0.766667	0.631944	0.505556	0.758333	1.895833	3.033333	0.554944	0.163879	-0.398728	0.156216	0	0	2	2	12	0	2	3.70044	0	0	0.607	2.985987	2.027354	3.92	1.769231	1.769231	1.615385	2.623517	0	0	-0.092593	-0.066667	0.5	1.34	2	0	1.214958	2.384615	0	0	1.909091	0	14	1
"97-56-3"	"97-56-3"	0	0	3	2	5	1	0	0.142857	0	4.30104	18.498945	12.36323	0.600805	2.262726	8193.699	1.078	0	0.151	0	0	0.052	-2.16	3.889424	3.77586	1.55988	0.270867	0.688024	1.354337	2.483997	0	5	0	4.621688	0	0.7776312	0.7776312	0	0	28.189062	0	0	56.312044	10.2285	5.733667	0	0.259259	-0.190476	-0.514286	0.259259	-0.190476	-0.419255	-0.514286	0.532313	-0.028571	0.539683	0.747253	0	0.539683	1.079365	1.942857	0.747253	0.647619	0.350822	0.137529	-0.081138	0.063108	0	0.204067	0.035632	0	-0.398512	0.028043	0	-0.150294	0.088569	0.156225	5.733667	0	0	0	0	17.062159	0	0	0	10.2285	5.733667	0	17.062159	5.733667	0	10.2285	0	18.199101	49.239846	11.374773	0	0	0	0	0	0	8.439684	10.36951	0	3.97689017	344	-6.18	-4.51	-6.21	18.28	8.46	0.68	0	-0.16	0.11	0	0	0	0	2	0	0	0	570	2314	0.5	2.534	0	2.237	2.663	2.693236	2.873604	1.935865	1.246072	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5.747819	0.532313	0.259259	-0.514286	0.120879	-0.028571	0.120879	1.942857	0.539683	0.747253	0	0.249084	0.554737	0.117284	-0.398512	0.156225	11.126903	0	1	3	12	0	2	3.807355	0	0	0.931	3.143535	1.97747	3.868	1.22691	0.77359	0.820771	3.44012	0	0	-0.419255	0.276557	0.8823529	3.78	3	0	1.410666	2.516003	0	0	1.854545	0	17	1
"99-59-2"	"99-59-2"	0	3	2	1	5	1	0	0.142857	0	1.1856	1.405647	13.34067	0.408307	3.09818	479.0009	0.902	0	0.068	0	0	0.024	-1.78	3.868257	3.268905	0.775489	0.416853	0.820569	1.801609	3.008695	0	3	0	0.6811111	0	-0.5041667	0.03398148	4.923311	5.749512	0	25.308899	0	0	0	10.47053	10.114318	0.154054	0.038301	-0.517578	0.149195	0.04201	-0.306913	-0.515281	1.559009	0	0.634518	1.162646	0.21193	0.636837	0.788919	1.323716	1.181648	0	0.348863	0.191336	-0.283546	0.094515	0.378068	0.160318	0.108596	-0.494592	-0.395524	0.066529	-0.258308	0.062274	0.271262	0.156348	10.47053	12.033109	0	0	0	11.374773	5.749512	9.660174	0	0	12.843465	5.749512	11.374773	10.47053	0	0	0	0	6.066367	17.720495	5.749512	0	5.687386	0	4.83209656	9.75779431	10.26196	5.676343	0	0	317	-3.95	-3.17	-6.98	5.81	7.71	0.55	0	-0.94	0.34	0	0	0	0	2	0	0	0	198	826	0.428571	2.057	0	2.656	2.419	1.44504	2.762384	1.418429	0.637744	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	10.261961	1.53753	0.216509	-0.529813	-1.18301	0	-1.231424	1.327065	0.612485	0.89486	0.368315	2.340732	0.765854	0.229534	-0.494592	0.271262	0	0	1	4	6	0	1	3	0	0	0.469	2.853016	1.920237	3.823	0.737744	0.437744	0.537744	3.546439	0	0	-0.316264	0.242172	1.5833333	1.47	5	0	1.179296	1.313233	0	0	1.636364	0	12	1
"122-34-9"	"122-34-9"	1	0	5	1	7	0	1	0.571429	0	1.3886	1.92821	14.58192	0.771064	2.828867	814.6576	0.697	0	0.068	0	0	0.011	-1.1	3.920966	3.375869	1.640782	0.360181	0.646677	1.672629	2.724889	0	3	0	1.193333	0	0.1962037	0.1962037	0	11.896679	13.089513	0	0	13.847474	25.585513	11.60094	0	-0.053064	0.024062	-0.005099	-0.589926	0.67305	-0.678415	0.522309	-0.817852	0.785674	0.562572	1.383586	1.976552	1.355694	0.247792	0.523501	1.313611	0	0.255804	0.16493	-0.17314	0.081478	0	0.348494	0.161399	0	-0.354318	0.024832	0	-0.176889	0.228447	0.163174	10.633577	28.041448	0	5.283586	0	11.896679	0	0	14.951936	0	23.72309	0	23.497618	10.633577	0	14.951936	0	0	25.448414	0	0	17.180265	0	0	0	11.88001386	6.117167	0	0	5.437545981	334	-7.65	-4.37	-7.73	10.32	8.36	0.56	0	-0.94	0.28	1	0	0	0	4	0	0	0	260	1000	0.5	1.093	0	1.292	1.728	3.022965	2.993146	1.684972	1.420391	2	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5.679254	-0.364091	-0.291664	-0.363384	0.226048	0.226048	0.785674	1.237109	1.017459	0.766777	1.095395	0	0.582765	0.254188	-0.354318	0.228447	13.847474	0	2	5	6	0	0	2.807355	0	0	0.284	3.260996	1.760748	3.653	1.690587	1.808771	1.340391	3.003074	0	0	-0.216324	0.093318	1	2.18	6	0	1.491608	1.918967	0	0	1.733333	0	13	1
"732-11-6"	"732-11-6"	0	4	1	2	11	3	0	0.272727	0	2.4906	6.203088	16.06484	0.614195	2.150239	21994.72	1.72	0.064	0.083	0.335	0.028	0.028	-0.72	4.758456	3.939082	1.274509	0.406998	0.742742	2.016348	2.985824	2	2	-0.6076738	0.8541396	0	-2.478078	0.1302623	5.693538	11.126903	16.281635	14.219595	24.265468	0	0	20.85435	9.589074	0.58676	0.191496	-0.1371	-0.343067	0.314714	-0.35826	0.184347	0.586688	-0.288165	0.454532	1.566197	1.423322	1.163195	0.535879	0.780166	1.534998	1.137644	0.186221	0.150019	-0.158656	0.087261	0.355471	0.06964	0.165833	-0.324997	-0.263894	0.053497	-0.268538	-0.263894	0.261817	0.06313	0	36.810653	20.85435	0	0	0	0	18.636569	4.89991	0	20.096383	0	40.696478	9.047494	0	0	0	12.132734	35.321315	17.003691	0	5.693538	11.814359	0	10.22352891	25.33944618	0	-1.623938	0	0	414	-6.31	-4.18	-9.43	7.83	11.73	2.22	0	-0.51	0.05	0	0	1	2	5	0	0	2	701	3827	0.444444	4.318	0	1.156	0.542	2.753256	3.073032	1.459367	1.145477	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	12.089156	-0.326138	-0.071018	0.006024	-0.008868	-0.019725	-0.361263	1.040871	1.292455	1.865952	0.96524	1.011489	0.586814	0.195793	-0.324997	0.261817	20.715977	0	0	6	6	1	1	3.321928	0.177	0	4.905	3.408242	1.924949	3.908	1.145477	1.145477	1.08096	3.679687	1	0	-0.104462	-0.424656	1.1578947	2.78	8	0	1.426324	1.968373	0	0	1.740458	1	19	1
"834-12-8"	"834-12-8"	0	0	5	1	9	0	1	0.666667	0	1.8456	3.406239	14.0134	0.748463	2.891747	2036.142	1.021	0	0.068	0	0	0.011	-1.04	3.968489	3.51441	1.524812	0.314839	0.695038	1.574193	2.683965	0	3	0	1.976296	0	0.3162802	0.3162802	0	17.938519	11.701193	11.761885	0	13.179506	39.432987	0	0	-0.166135	0.060788	0.054758	-0.619636	0.78305	-0.695913	0.214741	-0.431303	0.619636	1.088393	1.072986	1.98296	1.511661	0.404802	0.82166	1.077923	0	0.237136	0.152718	-0.149419	0.067918	0	0.350353	0.148747	0	-0.354327	0.024832	0	-0.176899	0.22819	0.163452	10.633577	33.794302	0	0	0	11.896679	0	0	14.951936	0	23.434103	0	23.658564	10.633577	0	14.951936	0	11.761885	27.026981	0	0	11.896679	0	0	0	12.75594671	6.969038	0	1.948624339	6.918647959	345	-5.56	-3.05	-7.63	13.17	9.07	0.53	0	-0.86	0	0	0	0	1	5	0	0	0	384	1643	0.375	1.409	0	0.908	0.969	3.907554	3.102046	1.715966	1.031861	1	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4.263927	-0.332668	-0.190177	-0.344556	0.190177	0.190177	0.619636	1.076795	1.110832	0.844882	1.085499	0	0.582517	0.211639	-0.354327	0.22819	20.771212	0	2	6	6	0	0	2.807355	0	0	0.554	3.337872	1.805639	3.68	1.441843	1.829041	1.462312	3.475188	1	0	-0.249474	-0.042949	1.2	2.98	6	0	1.523296	2.316035	0	0	1.698113	0	15	1
"17924-92-4"	"17924-92-4"	0	5	0	2	15	3	0	0.444444	0	3.5796	12.813536	12.87796	0.714309	2.315573	110625.7	1.615	0	0.056	0	0	0.021	-2.3	3.913293	3.58913	1.689758	0.252324	0.692316	1.385725	2.765115	2	4	-0.4002676	0.03637627	0	-0.6268185	0.0546628	5.969305	37.66756	12.487189	6.066367	12.999757	6.07602	0	4.736863	19.802129	-0.041667	-0.017708	0.035673	-0.041667	-0.017708	-0.196825	0.035673	0.201802	-0.153472	0.702778	0.992157	0.75976	0.702778	0.878472	1.109649	0.992157	1.405556	0.216988	0.146269	-0.167158	0.075491	0.875795	0	0.205606	-0.5078	0	0.026812	-0.246013	0	0.3423	0.293136	0	28.069571	9.5314	0	6.07602	0	11.499024	24.538992	0	0	0	11.499024	17.82857	14.949918	4.794537	0	0	12.15204	44.236842	6.103966	22.84572	0	0	5.969305	5.35182256	24.03115164	19.61675	0.460298	6.895816552	1.765091569	402	-8.99	-2.66	-10.12	14.49	9.39	0.47	0	-0.55	0.01	0	0	0	0	0	0	1	0	1150	7791	0.3	2.872	0	3.571	3.046	4.842575	3.286034	1.864544	0.972765	6	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	12.317533	0.201802	-0.041667	0.035673	-0.16453	-0.153472	-0.16453	1.109649	0.702778	0.992157	0.75976	0.973077	0.8501	0.172156	-0.5078	0.3423	61.370107	0	2	5	6	1	1	3.321928	0	0	0.943	3.462425	1.966196	3.886	0.628104	0.566884	0.630323	3.802095	0	0	-0.196825	-0.173203	1.1304348	3.75	5	0	1.783582	2.726738	0	0	1.792208	1	23	1
"58-18-4"	"58-18-4"	0	2	0	4	23	2	0	0.85	0	4.2693	18.226922	12.37355	0.725331	1.6968	111571.7	3.082	0.072	0.155	0.283	0.072	0.126	-0.63	3.967591	3.742448	2.116137	0.205037	0.628777	1.1688	2.308301	2	0	1.785864	0	0	-0.4839399	0.1073715	5.601051	11.701151	43.93992	24.835569	0	6.07602	20.771212	0	9.901065	0.012	-0.030952	-0.022222	0.012	-0.030952	-0.0375	-0.022222	-0.109524	-0.388889	0.462	1.069444	1.1	0.462	0.6875	0.641667	1.069444	2.566667	0.3019	0.163401	-0.067921	0.039106	0.238736	0	0.05482	-0.389603	0	0.023719	-0.294866	0	0.155197	0.210869	0	16.490823	4.794537	0	0	0	0	9.901065	0	28.583699	0	0	5.783245	5.106527	0	0	0	19.420579	86.529208	5.601051	0	0	0	0	0	11.8295034	10.91449	1.322909	10.666867258	6.84653	295	-7.33	-3.97	-8.35	19.4	11.43	1.99	0	0.84	0.17	0	0	0	0	0	0	6	0	907	7525	0.5	7.945	0	1.429	1.037	1.735544	3.133528	1.875105	1.140081	8	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	11.829503	-0.109524	0.012	-0.022222	-0.24375	-0.388889	-0.24375	0.641667	0.462	1.069444	1.1	1.804688	0.600472	0.082188	-0.389603	0.210869	72.137785	0	1	2	0	4	0	1.584963	0.397	0	6.299	3.33321	2.108338	3.98	0.827299	0.68797	0.582013	3.584303	0	0	-0.0375	-0.103704	1	3.36	2	0	1.763463	3.392139	0	0	1.846154	0	22	1
"520-36-5"	"520-36-5"	0	5	0	3	4	1	1	0	0	2.5768	6.639898	13.008	0.631833	2.289397	38062.78	1.66	0	0.194	0	0	0.063	-2.95	4.099992	3.779747	1.597205	0.297367	0.674498	1.459148	2.69614	0	5	0	0.4688147	0	-0.4103472	0.01882254	5.42879	5.563451	6.066367	24.265468	12.132734	0	0	4.417151	20.114119	-0.030303	-0.166667	0.333333	-0.030303	-0.166667	-0.272727	0.333333	0.192982	-0.151515	0.690909	0.965079	0.8	0.690909	0.95	0.873563	0.965079	1.381818	0.211562	0.122088	-0.266781	0.114335	1.063639	0	0.143998	-0.507966	0	0.063178	-0.288835	0	0.196579	0.293136	5.42879	15.319582	0	0	22.292943	0	17.248535	19.736733	0	0	0	28.572234	10.969244	19.736733	0	0	0	0	24.265468	0	33.978027	0	0	0	5.52856293	12.02090955	28.38546	0.2866043	0	0	396	-8.88	-3.77	-9.98	8.36	9.25	1.29	0	-0.54	0.03	0	0	0	0	1	0	0	0	788	4620	0.5	3.379	0	4.076	3.705	1.948261	3.085418	1.896628	1.008822	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	12.02091	0.192982	-0.030303	0.333333	-0.288889	-0.151515	-0.288889	0.873563	0.690909	0.965079	0.8	1.182222	0.801102	0.248186	-0.507966	0.293136	0	0	3	5	17	0	2	4.247928	0	0	0.956	3.408527	2.071031	4.041	0.650326	0.466667	0.333333	3.309686	0	0	-0.272727	-0.174603	0.85	3.02	5	0	1.489678	2.210751	2	0	1.875	0	20	1
"77-09-8"	"77-09-8"	0	4	0	4	8	1	0	0.05	0	3.5601	12.674312	12.67567	0.709067	2.030291	490338.2	1.805	0.068	0.25	0.026	0.026	0.083	-3.27	4.030547	3.736216	2.01393	0.259148	0.616243	1.359992	2.61532	1	6	-0.3965278	2.979665	0	-1.102106	0.1363099	11.570356	5.563451	16.690354	0	60.663671	12.132734	0	4.736863	15.007592	-0.022222	0.05	-0.127273	-0.022222	0.05	-0.154545	-0.127273	0.2	0.2	0.638889	0.722093	0.766667	0.638889	0.77625	0.940909	0.722093	2.123077	0.230045	0.153828	-0.138008	0.100369	0.770755	0	0.206861	-0.507967	0	0.062282	-0.246131	0	0.339671	0.293092	0	16.18236	10.337914	0	0	0	11.499024	19.744455	0	0	0	11.499024	5.969305	14.949918	4.794537	0	0	42.464569	30.331835	5.563451	11.499024	0	0	5.969305	5.86907029	12.44065555	19.19365	1.604939	0	0	404	-8.69	-2.9	-9.73	12.22	9.43	1.64	0	0.02	0.03	0	0	0	0	2	0	0	0	1164	10108	0.5	4.699	0	4.095	4.079	1.965642	3.218976	1.88091	1.67131	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	12.440656	0.2	-0.022222	-0.127273	-0.4	0.2	-0.4	0.940909	0.638889	0.722093	0.766667	1.725	0.847638	0.19678	-0.507967	0.339671	27.048343	0	2	4	18	1	3	4.321928	0.068	0	1.698	3.719748	2.029755	4.008	1.200254	1.052632	1.125129	3.233998	0	0	-0.154545	-0.051163	0.7083333	2.89	4	0	1.864469	2.632608	0	0	1.986207	1	24	1
"80-09-1"	"80-09-1"	0	4	0	2	4	2	0	0	0	1.9306	3.727216	14.12912	0.853625	2.496129	6953.463	1.777	0	0.167	0.051	0	0.056	-2.01	4.653902	3.719748	1.851852	0.343842	0.610537	1.634931	2.606739	0	4	0	0.2141591	0	-3.594722	0.008940854	9.837253	0	0	48.530937	0	0	0	10.213055	8.417797	0.08972	-0.204488	-0.173896	0.111549	-0.024045	-0.350512	-0.387053	0.962422	-0.777427	1.543108	0.744343	0.046655	0.486542	0.842776	1.347734	0.862517	2.133147	0.301192	0.173786	-0.140543	0.112434	0.611555	0	0.044535	-0.507966	0	0.063789	-0.218514	0	0.115161	0.293092	0	18.630852	9.837253	0	0	0	11.499024	18.630852	0	0	0	11.499024	9.837253	10.213055	8.417797	0	0	0	48.530937	9.790967	11.499024	9.837253	0	0	24.18626228	0.1962774	18.20295	0	0	0	396	-9.71	-2.56	-10.45	5.15	8.98	1.19	0	-0.3	0.06	0	0	0	1	2	0	0	0	516	2622	0.5	3.728	0	2.912	1.683	2.236161	2.688155	1.864469	1.759621	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	12.093131	0.130769	-0.253495	-0.188612	-0.251203	-0.494173	-0.35413	0.989272	1.057441	1.290689	0.286815	1.003851	0.801058	0.206559	-0.507966	0.293092	0	0	2	4	12	0	2	3.906891	0.167	0	1.994	3.60522	1.938875	4.001	1.555556	1.555556	1.555556	2.903036	0	0	-0.123758	-0.483877	0.6470588	-0.1	5	0	1.0818	2.148148	0	0	1.773913	0	17	1
"94-26-8"	"94-26-8"	0	3	0	1	7	1	0	0.363636	0	2.3491	5.518271	12.86557	0.590786	2.481073	1497.179	0.691	0	0.083	0	0	0.028	-1.51	3.832912	3.418648	1.084447	0.285978	0.774419	1.374798	2.732151	1	2	-0.3347685	0.6194549	0	-0.3347685	0.1482483	0	12.170333	12.841643	12.132734	12.132734	6.923737	0	9.84339	4.794537	-0.090909	0.098039	-0.469697	-0.090909	0.098039	-0.363636	-0.469697	0.885522	-0.045455	0.787879	1.10303	0.306397	0.787879	0.811052	1.608586	1.10303	0.689394	0.343195	0.228106	-0.148011	0.082228	0.532184	0	0.151264	-0.507966	0	0.023037	-0.246211	0	0.337622	0.293092	0	17.682715	4.736863	0	0	0	5.749512	14.637928	0	0	6.606882	5.749512	5.969305	9.84339	4.794537	0	0	13.344559	30.68629	12.170333	5.749512	0	0	5.969305	4.98777589	11.32693972	9.000464	0.4712065	1.881628375	2.490675378	271	-5.53	-2.93	-9.47	8.65	8.64	0.55	1	-0.98	0.04	0	0	0	0	4	0	0	0	350	1123	0.5	1.428	0	2.194	2.037	3.088363	2.741464	1.812699	1.17927	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	11.32694	0.885522	-0.090909	-0.469697	0.060606	-0.045455	0.060606	1.608586	0.787879	1.10303	0.306397	0.459596	0.845588	0.188269	-0.507966	0.337622	30.123369	0	1	3	6	0	1	3	0	0	0.328	3.161216	1.929532	3.813	0.669817	0.669817	0.741246	3.722907	0	0	-0.363636	-0.236364	1.3571429	3.56	3	0	1.407436	2.075204	0	0	1.75	0	14	1
"94-18-8"	"94-18-8"	0	3	0	2	5	1	0	0.071429	0	2.7492	7.558101	12.71476	0.821476	1.959405	9630.633	0.895	0	0.185	0	0	0.06	-2.29	3.849265	3.764995	1.63049	0.282536	0.664369	1.372553	2.493047	1	3	-0.3945805	1.502749	0	-0.3945805	0.1292679	5.969305	5.563451	5.563451	24.265468	0	30.331835	0	9.84339	4.794537	-0.055556	0.143892	-0.433333	-0.055556	0.143892	-0.306122	-0.433333	0.676871	0.079365	0.719577	1.387755	0.462585	0.719577	0.703934	1.726984	1.387755	0.359788	0.3086	0.205318	-0.126618	0.102877	0.527696	0	0.167147	-0.507966	0	0.062269	-0.246198	0	0.33796	0.293092	0	11.075833	11.343745	0	0	0	5.749512	14.637928	0	0	0	5.749512	5.969305	9.84339	4.794537	0	0	30.331835	29.82892	5.563451	12.356394	0	0	5.969305	5.13342404	11.62543887	9.094242	1.373481	0	0.250545399	328	-6.84	-4	-9.56	10.06	9.68	0.55	1	-0.89	0.02	0	0	0	0	3	0	0	0	592	2182	0.454545	1.861	0	2.921	2.998	3.078972	2.873326	1.922374	1.414467	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	11.625439	0.676871	-0.055556	-0.433333	0.011905	0.079365	0.011905	1.726984	0.719577	1.387755	0.462585	0.539683	0.845926	0.182968	-0.507966	0.33796	15.92144	0	1	3	12	0	2	3.807355	0	0	0.512	3.258047	1.963927	3.833	0.991548	1.060513	1.129479	3.227491	0	0	-0.306122	-0.306122	1	3.56	3	0	1.36618	2.364934	0	0	1.924528	0	17	1
"62924-70-3"	"62924-70-3"	5	4	3	2	15	2	0	0.25	0	5.3408	28.524145	14.62993	0.356516	2.72555	825222.7	3.334	0	0.124	0.013	0	0.045	-2.95	3.999512	3.910161	1.218226	0.399774	0.771093	2.127567	3.206198	0	7	0	-5.319938	0	-5.027836	0.03178907	51.010508	0	10.966277	19.056471	0	0	0	11.60094	37.790297	0.011271	0.024612	0.026535	0.106754	0.264893	-0.224989	-0.137141	0.476477	-0.089809	0.578332	0.698033	0.859781	0.610752	0.6548	0.903874	1.040676	1.219562	0.151408	0.177041	-0.168005	0.090464	0.266748	0.135219	0.428076	-0.258238	-0.356123	0.02484	-0.258238	0.064791	0.416414	0.07028	4.89991	16.391379	12.721055	5.022633	0	34.623819	0	27.408282	0	0	11.444666	0	28.663099	4.89991	4.390415	13.171245	0	17.667307	19.056471	15.410074	5.817221	0	11.374773	6.176299	53.12258678	21.47176426	22.71071	-4.527194	-5.027836328	0.937132425	348	-6.62	-6.75	-5.75	17.66	9.82	0.55	0	0.07	0	1	0	0	0	6	0	0	0	1865	16124	0.454545	6.076	0	6.302	4.902	4.300279	3.312938	1.878763	0.887744	2	0	0	1	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	14.073848	-0.032995	0.147922	-0.209181	-0.24431	-0.379421	-0.328817	0.788009	0.531398	0.864759	0.54542	1.222185	0.772537	0.187206	-0.356123	0.416414	18.05064	0	0	5	12	0	2	3.906891	0.289	0	1.812	3.397537	1.964153	3.912	0.987744	0.787744	0.887744	4.103702	0	0	-0.126505	-0.03242	1.1071429	5.45	12	4	1.66318	2.11573	0	0	1.639024	0	28	1
"94-13-3"	"94-13-3"	0	3	0	1	6	1	0	0.3	0	1.959	3.837681	12.93131	0.723052	2.611171	912.2321	0.691	0	0.083	0	0	0.028	-1.51	3.832475	3.375856	0.940391	0.302358	0.797498	1.404107	2.801706	1	2	-0.3455093	0.6095292	0	-0.3455093	0.1454088	0	12.170333	6.420822	24.265468	0	6.923737	0	9.84339	4.794537	-0.1	0.083333	-0.409091	-0.1	0.083333	-0.393333	-0.409091	1.166667	-0.35	0.8	1.155556	0	0.8	0.8125	1.418182	1.155556	1.3	0.356052	0.236652	-0.158518	0.089166	0.532194	0	0.148123	-0.507966	0	0.02316	-0.246211	0	0.337622	0.293092	0	17.682715	4.736863	0	0	0	5.749512	14.637928	0	0	6.606882	5.749512	5.969305	9.84339	4.794537	0	0	6.923737	30.68629	12.170333	5.749512	0	0	5.969305	4.89652589	11.21101002	8.962406	0.4641204	0.809348781	2.364892107	270	-5.22	-2.56	-8.53	6.66	8.41	0.55	1	-0.98	0.08	0	0	0	0	3	0	0	0	274	922	0.444444	1.428	0	2.194	2.037	2.780671	2.616865	1.751925	1.130587	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	11.21101	1.166667	-0.1	-0.409091	-0.025	-0.35	-0.025	1.418182	0.8	1.155556	0	0.65	0.845588	0.204169	-0.507966	0.337622	23.702547	0	1	3	6	0	1	3	0	0	0.328	3.085047	1.929068	3.813	0.670196	0.670196	0.860391	3.703465	0	0	-0.393333	-0.277778	1.3846154	3.04	3	0	1.236068	1.84215	0	0	1.733333	0	13	1
