"ID"	"HalCount"	"OCount"	"NCount"	"RingCount"	"SingleBoundCount"	"DoubleBoundCount"	"NumAromaticHeterocycles"	"FractionCSP3"	"NumUnspecifiedStereocenters"	"MolLogP"	"MolLogP2"	"AWeightHeavyAtom"	"qed"	"BalabanJ"	"Ipc"	"Chi3c"	"Chi5ch"	"Chi6ch"	"Chiv4c"	"Chiv5ch"	"Chiv6ch"	"HallKierAlpha"	"bcutm1"	"bcutm2"	"CIC2"	"SIC0"	"SIC2"	"IC0"	"IC1"	"Cfrag16"	"Cfrag17"	"SEStatefrag16"	"SEStatefrag17"	"SEStatefrag32"	"MinEStateIndex"	"MinAbsEStateIndex"	"EStateVSA1"	"EStateVSA3"	"EStateVSA4"	"EStateVSA5"	"EStateVSA6"	"EStateVSA7"	"EStateVSA8"	"EStateVSA9"	"EStateVSA10"	"MATSm1"	"MATSm2"	"MATSm4"	"MATSe1"	"MATSe2"	"MATSe3"	"MATSe4"	"MATSe6"	"MATSe8"	"GATSm1"	"GATSm5"	"GATSm6"	"GATSe1"	"GATSe2"	"GATSe4"	"GATSe5"	"GATSe8"	"Rnc"	"Rpc"	"Mnc"	"Mpc"	"QOss"	"QNss"	"QCss"	"QOmin"	"QNmin"	"QHmin"	"QOmax"	"QNmax"	"QCmax"	"QHmax"	"SlogP_VSA1"	"SlogP_VSA2"	"SlogP_VSA3"	"SlogP_VSA7"	"SlogP_VSA8"	"SlogP_VSA10"	"SlogP_VSA11"	"SMR_VSA1"	"SMR_VSA3"	"SMR_VSA4"	"SMR_VSA6"	"SMR_VSA9"	"SMR_VSA10"	"PEOE_VSA1"	"PEOE_VSA3"	"PEOE_VSA4"	"PEOE_VSA5"	"PEOE_VSA6"	"PEOE_VSA7"	"PEOE_VSA9"	"PEOE_VSA10"	"PEOE_VSA12"	"PEOE_VSA13"	"PEOE_VSA14"	"VSA_EState1"	"VSA_EState2"	"VSA_EState3"	"VSA_EState4"	"VSA_EState7"	"VSA_EState8"	"BP_pred"	"LogVP_pred"	"LogWS_pred"	"LogHL_pred"	"RT_pred"	"LogKOA_pred"	"BioDeg_LogHalfLife_pred"	"ReadyBiodeg_pred"	"LogKM_pred"	"FUB_pred"	"ClCount"	"BrCount"	"PCount"	"SCount"	"NumRotatableBonds"	"TripleBoundCount"	"NumStereocenters"	"NumAmideBonds"	"Weiner"	"Tigdi"	"petitjean"	"Chi4pc"	"Chi3ch"	"dchi0"	"dchi1"	"skappa3"	"bcutm4"	"bcutm10"	"CIC3"	"Cfrag9"	"Cfrag10"	"Cfrag14"	"Cfrag19"	"Cfrag24"	"Cfrag25"	"Cfrag26"	"Cfrag28"	"Cfrag29"	"Cfrag30"	"Cfrag31"	"Cfrag32"	"Cfrag34"	"Cfrag35"	"Cfrag37"	"Cfrag41"	"Cfrag42"	"Cfrag45"	"Cfrag52"	"Cfrag53"	"MaxEStateIndex"	"MATSm6"	"MATSv1"	"MATSv4"	"MATSv7"	"MATSv8"	"MATSe7"	"GATSm4"	"GATSv1"	"GATSv5"	"GATSv6"	"GATSv7"	"SPP"	"LDI"	"Qmin"	"Qmax"	"SlogP_VSA5"	"ICount"	"NumHDonors"	"NumHAcceptors"	"ArBoundCount"	"NumAliphaticRings"	"NumAromaticCarbocycles"	"UI"	"Chi4c"	"Chi4ch"	"Chiv4pc"	"bcutm3"	"bcutm9"	"bcutv1"	"CIC4"	"CIC5"	"CIC6"	"IC2"	"Cfrag50"	"Cfrag51"	"MATSv3"	"MATSv5"	"FpDensityMorgan1"	"LogP_pred"	"NumHeteroatoms"	"Fcount"	"bcutm11"	"CIC1"	"Cfrag18"	"Cfrag48"	"Hato"	"NumAliphaticHeterocycles"	"HeavyAtomCount"	"Aff"
"76-44-8"	"76-44-8"	7	0	0	3	17	2	0	0.6	5	5.2415	27.473322	21.66359	0.402356	2.317184	7629.56	2.61	0.18	0	0.324	0.137	0	1.51	4.332805	3.775431	0.818182	0.342758	0.816528	1.528504	2.674835	2	0	0.4249383	0	0	-1.481636	0.2050309	14.081699	0	0	0	0	12.15204	0	81.206579	0	0.073684	-0.056327	-0.002551	0.073684	-0.056327	-0.190476	-0.002551	1.428571	0	0.715789	1.236364	0	0.715789	0.888163	1.040816	1.236364	0	0.138468	0.195526	-0.094743	0.065591	0	0	0.079695	0	0	0.035118	0	0	0.166723	0.058826	0	19.458787	0	0	0	0	0	0	0	11.835812	0	0	81.206579	0	0	0	34.80282	58.5558	0	15.441661	9.748345	0	0	0	-1.4816358	-2.44604167	0.1133796	0	3.692962963	0	310	-3.4	-6.42	-3.53	20.07	7.77	2.17	0	1.45	0.04	7	0	0	0	0	0	5	0	388	4256	0.5	8.769	0	0.523	0.153	1.150417	3.532728	1.60123	0.545455	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.572245	1.428571	0.073684	-0.002551	0	0	0	1.040816	0.715789	1.236364	0	0	0.284793	0.103564	-0.11807	0.166723	0	0	0	0	0	3	0	1.584963	0.292	0	9.211	3.704914	1.707353	4.011	0.397949	0.363636	0.30704	3.64125	0	0	-0.190476	-0.116883	0.8823529	6.1	7	0	1.109687	1.784597	0	0	1.632	0	17	0
"827-94-1"	"827-94-1"	2	2	2	1	5	1	0	0	0	2.702	7.300804	24.32383	0.491877	3.306535	405.2923	1.164	0	0.056	0	0	0.021	-0.62	6.853631	6.831217	0.875	0.53891	0.78125	2.155639	3.125	0	4	0	1.496019	0	-0.4772222	0.002731481	4.923311	14.632825	0	12.132734	0	0	31.859888	5.733667	10.114318	-0.004467	-0.099186	0.181495	0.388022	0.089983	-0.401823	-0.668954	0.731951	0	0.568945	1.728621	0.002934	0.422947	0.781544	1.499963	1.366262	0	0.39294	0.26864	-0.202011	0.091823	0.133447	0.161401	0.084093	-0.258308	-0.396891	0.070839	-0.258308	0.062275	0.271341	0.156291	5.733667	4.923311	0	0	0	11.374773	0	4.923311	0	0	5.733667	0	43.23466	5.733667	0	0	0	0	31.859888	10.610697	0	0	5.687386	0	1.03439815	9.86252079	10.33974	5.996162	0	0	300	-7.69	-3.65	-8.6	12.1	9.25	0.82	0	-0.82	0.14	0	2	0	0	1	0	0	0	188	896	0.333333	2.67	0	0.377	1.024	1.753813	3.145809	1.169945	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	10.339743	0.138536	0.164171	0.059943	0	0	0	1.208113	0.358748	2.821593	0.064898	0	0.668232	0.201241	-0.396891	0.271341	0	0	1	3	6	0	1	3	0	0	1.44	3.718303	1.83858	3.843	0.875	0.875	0.75	3.125	0	0	-0.18994	-1.255929	1.3333333	2.88	6	0	0.885905	0.875	0	0	1.565217	0	12	0
"420-04-2"	"420-04-2"	0	0	2	0	1	0	0	0	0	-0.57382	0.329269	13.34167	0.291168	2.475534	2.754888	0	0	0	0	0	0	-0.71	3.198384	1.922253	1.350978	0.655459	0.418166	1.521928	1.921928	0	0	0	0	0	1.25	1.25	0	0	0	6.193156	0	0	5.733667	5.261892	0	-1	0.5	0	-1	0.5	0	0	0	0	1.5	0	0	1.5	0	0	0	0	0.660676	0.339294	-0.255195	0.17013	0	0.143699	0.029989	0	-0.337202	0.168609	0	-0.173188	0.173172	0.168609	5.733667	0	0	0	0	0	0	0	0	5.733667	0	6.193156	0	5.733667	0	5.261892	0	0	0	0	0	0	0	0	0	0	7.097222	4.152778	1.25	0	180	-2.42	1.09	-5.72	0	3.68	0.88	1	-0.71	0.93	0	0	0	0	0	1	0	0	4	5	0.5	0	0	1.183	0.902	1.29	0	0.433432	0.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7.097222	0	-1	0	0	0	0	0	1.5	0	0	0	0.510374	0.467089	-0.337202	0.173172	0	0	1	2	0	0	0	1	0	0	0	0.083	1.270204	3.043	2.321928	2.321928	2.321928	0.970951	0	0	0	0	2	-0.82	2	0	0	0.4	0	0	1.2	0	3	0
"181640-09-5"	"181640-09-5"	2	3	4	5	26	2	0	0.393939	0	4.9853	24.853216	12.81867	0.4309	1.343883	2716017000	3.279	0	0.417	0.114	0	0.176	-3.82	3.939636	3.860692	2.012172	0.247379	0.681716	1.563914	2.887806	2	5	-0.2532572	0.3013835	0	-0.9956997	0.1174912	22.774418	43.478881	24.719331	6.066367	42.094265	36.398202	22.349432	4.736863	18.369904	-0.081127	3.7e-05	-0.096379	-0.096966	0.018629	0.006552	-0.111037	0.027049	0.066567	0.682612	0.786028	0.877489	0.731379	0.760741	0.890605	0.866322	0.978544	0.110149	0.095284	-0.123247	0.062786	0.268592	0.420113	0.282335	-0.36654	-0.333081	0.030736	-0.248665	-0.303009	0.317074	0.165799	5.316789	80.064031	15.876839	0	0	13.575367	0	23.106767	20.016518	0	53.426008	0	11.938294	24.753381	13.575367	0	0	54.597304	54.654836	18.690564	5.601051	0	5.90718	6.031115	34.76388483	31.71542654	3.267095	0.6785586	1.918180403	2.996904966	407	-7.97	-5.12	-7.43	25.85	10.57	1.1	0	0.55	0.08	0	0	0	0	7	0	1	3	6287	51645	0.470588	8.286	0	5.552	5.786	6.318913	3.598356	1.980794	1.401737	9	0	0	2	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	14.467924	0.029432	-0.138121	-0.116379	0.015806	0.080528	-0.009276	0.801643	0.849221	0.950478	0.92237	0.908485	0.683614	0.138495	-0.36654	0.317074	40.747357	0	1	4	18	2	3	4.392317	0.204	0	3.643	3.800891	2.028228	3.913	1.003308	0.868872	0.868872	4.309756	0	0	-0.034715	-0.030605	0.8809524	3.13	9	2	1.93616	3.434122	0	0	1.923664	2	42	0
"87-61-6"	"87-61-6"	3	0	0	1	3	0	0	0	0	3.6468	13.29915	19.825	0.536102	3.247835	109.7375	0.664	0	0.068	0	0	0.024	0.09	4.093003	3.498944	1.459148	0.418414	0.592981	1.5	2	0	3	0	1.397377	0	0.4174383	0.4174383	0	15.0679	0	0	18.199101	0	0	34.80282	0	0	-0.25	-0.25	0	-0.25	-0.045455	-0.25	0	0	0.666667	0	0	0.666667	1	1.5	0	0	0.212277	0.199794	-0.064896	0.064896	0	0	0.020437	0	0	0.062376	0	0	0.077795	0.063897	0	0	0	15.0679	0	0	0	0	0	0	0	0	34.80282	0	0	0	0	40.869187	12.132734	15.0679	0	0	0	0	0	0	1.397377	0	0	0	218	-0.68	-3.98	-2.9	12.64	5.17	0.61	0	0.93	0.02	3	0	0	0	0	0	0	0	82	362	0.25	1.734	0	0.22	0.77	1.511336	3.015491	0.911439	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.613765	0	0	-0.25	0	0	0	1.5	0.666667	0	0	0	0.160451	0.087728	-0.082656	0.077795	0	0	0	0	6	0	1	2.807355	0	0	1.209	3.281776	1.831933	3.795	1.584963	1.459148	1.188722	2.125815	0	0	-0.045455	0	0.8888889	4.08	3	0	0.806725	1.584963	0	0	1.636364	0	9	0
"NOCAS_47325"	"NOCAS_47325"	1	2	4	5	22	2	1	0.433333	0	5.36322	28.764129	12.63119	0.440425	1.033224	324048300	2.349	0.118	0.235	0	0.02	0.135	-3.32	3.961738	3.836448	1.944045	0.241996	0.684916	1.493097	2.865627	1	7	-0.07450711	5.647963	0	-0.2732595	0.07450711	0	11.715128	75.204008	29.680459	24.284774	6.923737	38.556441	4.523095	9.184952	0.009161	0.024717	-0.111234	0.016415	0.043868	-0.071156	-0.130879	-0.138331	0.421308	0.62105	0.893849	0.834835	0.651355	0.763552	0.886589	1.004464	0.522521	0.142151	0.099033	-0.091145	0.054687	0.188032	0.253913	0.198755	-0.339308	-0.349824	0.027014	-0.270005	-0.057158	0.243714	0.16357	5.316789	46.623841	17.63618	0	17.463876	4.390415	0	13.708047	20.35734	5.917906	19.634269	11.387856	11.9832	14.739793	4.390415	4.983979	0	29.422132	98.37389	0	5.817221	17.622308	0	0	18.16332604	19.27596261	7.20302	4.668139	10.997427652	5.120787853	386	-8.62	-5.09	-7.51	29.66	10.17	0.87	0	-0.04	0.15	0	0	0	0	7	0	0	1	5775	24396	0.5	4.676	0	4.156	4.607	6.918335	3.684794	1.995216	1.309774	10	0	0	0	1	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	13.016198	-0.118116	0.013707	-0.162297	0.125326	0.401486	0.03478	0.799324	0.724314	1.100503	0.999383	0.680341	0.593538	0.117603	-0.349824	0.243714	54.685187	0	1	5	17	2	2	4.321928	0	0	2.223	3.725154	2.003214	3.933	0.970476	0.892565	0.677151	4.22588	0	0	-0.094345	-0.210734	1.0810811	4.49	7	1	1.947384	3.304298	0	0	2.036697	1	37	0
"103-90-2"	"103-90-2"	0	2	1	1	4	1	0	0.125	0	1.3506	1.82412	12.91755	0.595026	2.736298	285.5107	0.901	0	0.083	0	0	0.028	-1.51	3.816328	3.336562	0.937744	0.369155	0.783026	1.595462	2.939354	1	2	-0.115102	0.8837056	0	-0.115102	0.115102	0	5.687386	0	19.056471	12.132734	0	5.316789	5.106527	4.794537	-0.067638	-0.065597	-0.312537	-0.066006	-0.06653	-0.201018	-0.311653	-0.654058	0	0.675837	1.114435	1.981659	0.672114	0.847805	1.207959	1.124408	0	0.417928	0.241142	-0.173634	0.093495	0.333698	0.106494	0.067003	-0.507964	-0.326334	0.033036	-0.275082	-0.326334	0.220747	0.293092	5.316789	11.013707	4.794537	0	0	5.687386	5.749512	9.901065	0	0	5.316789	5.749512	11.594566	10.423316	0	0	0	0	24.265468	0	5.749512	5.90718	0	0	0	10.52446854	11.46003	0.6900926	0	1.437358277	310	-5.16	-1.03	-8.24	6.52	7.96	0.55	1	-0.58	0.98	0	0	0	0	1	0	0	1	166	551	0.428571	1.05	0	2.103	1.932	2.292304	2.616865	1.558923	0.913233	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	10.524469	-0.65311	-0.092437	-0.32056	1.170813	0	1.390209	1.20776	0.737047	0.962887	1.835879	1.376909	0.801056	0.220441	-0.507964	0.293092	6.923737	0	2	2	6	0	1	3	0	0	0.275	2.798654	1.925854	3.797	0.637744	0.737744	0.637744	3.384184	0	0	-0.226976	0.145828	1.3636364	0.46	3	0	1.0818	1.382574	0	0	1.692308	0	11	0
"82640-04-8"	"82640-04-8"	0	4	1	5	15	1	1	0.25	0	6.0752	36.908055	13.12876	0.318664	1.388562	88638050	2.061	0.079	0.337	0	0.077	0.159	-3.35	4.35042	3.827402	1.787663	0.250949	0.698577	1.488313	2.887132	1	7	-0.08344303	3.932721	0	-0.08344303	0.08344303	0	17.733785	45.910524	30.599251	42.464569	24.265468	4.89991	4.736863	15.007592	-0.055146	-0.105474	0.051245	-0.056558	-0.098928	-0.051072	-0.093065	0.085491	-0.014165	0.910312	1.052008	0.889388	0.695427	0.850264	1.055279	1.035389	1.375537	0.18701	0.107904	-0.118098	0.07148	0.841581	0.089974	0.116418	-0.507966	-0.299957	0.026748	-0.288534	-0.299957	0.194628	0.293093	4.736863	47.137361	0	0	20.526743	0	17.248535	19.744455	4.89991	0	26.241151	27.689134	27.206175	14.949918	0	0	11.336786	6.420822	98.224645	0	23.855417	0	0	0	6.75660964	16.89525519	20.43954	2.027913	3.848741393	3.84765686	472	-8.34	-5.17	-9.96	25.17	9.7	1.98	0	-0.29	0.02	0	0	0	1	7	0	0	0	3843	22769	0.5	4.829	0	3.81	4.132	4.786073	3.629273	1.936372	1.21174	7	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	13.646561	0.061361	-0.025442	-0.266445	0.040573	-0.161914	0.030952	1.767014	0.715492	0.962169	0.912454	0.823841	0.801059	0.145524	-0.507966	0.293093	35.183905	0	2	6	22	1	3	4.584963	0	0	2.4	3.758814	1.986889	4.094	0.766474	0.721311	0.754098	4.143074	0	1	0.057671	-0.06953	0.8823529	1.57	6	0	1.913145	3.043605	2	0	2.04	1	34	0
"91-64-5"	"91-64-5"	0	2	0	2	0	1	1	0	0	1.793	3.214849	12.73609	0.530222	2.935351	487.853	0.622	0	0.151	0	0	0.045	-1.57	4.033149	3.425435	1.147634	0.337442	0.719231	1.37928	2.262783	0	0	0	0	0	-0.3021296	0.3021296	0	5.58302	5.386224	6.066367	12.132734	18.199101	0	4.417151	4.794537	-0.083333	0.184028	-0.236111	-0.083333	0.184028	-0.214286	-0.236111	-1	0	0.763889	1.527778	3.055556	0.763889	0.763889	1.145833	1.527778	0	0.468203	0.371801	-0.128982	0.090288	0.239439	0	0.144715	-0.422729	0	0.062295	-0.246452	0	0.33569	0.069992	5.625586	0	0	0	10.969244	0	0	4.417151	0	0	0	0	10.969244	4.417151	4.794537	0	0	18.199101	12.132734	0	5.58302	0	0	5.625586	4.90606481	10.71676304	0.9510185	0.3367593	0	0	302	-3.01	-1.84	-7.3	7.93	5.72	0.55	1	-0.78	0.19	0	0	0	0	0	0	0	0	144	677	0.5	1.292	0	1.901	2.01	1.026122	2.632739	1.560111	0.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	10.716763	-1	-0.083333	-0.236111	0	0	0	1.145833	0.763889	1.527778	3.055556	0	0.758419	0.185427	-0.422729	0.33569	0	0	0	2	11	0	1	3.70044	0	0	0.362	2.90008	2.0618	3.98	0	0	0.235294	2.939829	0	0	-0.214286	-0.388889	1	1.39	2	0	1.117139	1.824679	2	0	2	0	11	0
"107071-66-9"	"107071-66-9"	0	1	2	4	19	2	1	0.393939	0	7.7253	59.68026	12.23267	0.248565	1.151732	213775900	1.28	0	0.39	0	0	0.154	-3.2	3.926613	3.782428	2.60432	0.196908	0.583171	1.230268	2.218952	2	3	1.654408	3.858586	0	0.3475457	0.3475457	0	18.245907	45.193621	47.946745	0	18.460054	82.689946	0	4.794537	-0.049276	0.197607	-0.063999	-0.048212	0.196234	-0.06672	-0.064013	-0.042206	-0.180335	0.727267	0.721807	0.804277	0.719283	0.640623	1.055606	0.723389	1.717143	0.160639	0.104103	-0.071104	0.046372	0.075578	0.18735	0.117794	-0.274914	-0.342661	0.026653	-0.274914	-0.264448	0.222064	0.084278	0	28.880581	11.215359	0	5.573105	0	0	4.794537	9.883888	5.917906	13.089513	0	11.480284	4.89991	0	0	0	98.489344	66.35184	0	0	5.90718	0	0	0	19.0487053	0	5.165449	17.328200732	1.760322395	440	-9.65	-4.62	-7.4	41.24	11.68	1.64	0	0.18	0.1	0	0	0	0	12	0	0	1	5462	22004	0.5	3.223	0	3.315	4.005	8.187052	3.682732	1.960625	1.739221	12	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	12.7666	-0.042569	-0.063456	-0.06179	-0.115697	-0.199065	-0.098783	1.049747	0.843512	0.696754	0.809907	1.18271	0.564725	0.081214	-0.342661	0.222064	74.477749	0	0	2	18	1	2	4.392317	0	0	1.523	3.683741	2.046775	3.937	1.389601	1.187693	1.322754	3.643607	0	0	-0.068218	-0.024784	0.7777778	6.79	3	0	1.914345	4.028975	0	0	2.076923	1	36	0
"104-87-0"	"104-87-0"	0	1	0	1	2	1	0	0.125	0	1.80752	3.267129	12.45411	0.516364	3.009782	129.2253	0.493	0	0.083	0	0	0.028	-1.11	3.820711	3.128108	1.45617	0.309222	0.643747	1.263933	2.087463	0	2	0	1.917778	0	0.7366667	0.7366667	0	0	11.849612	5.563451	0	31.189205	0	0	4.794537	0	0.022727	-0.4375	0	0.022727	-0.125	-0.4375	-1	0	0.5	2.25	4.5	0.5	0.409091	2.25	2.25	0	0.489255	0.245613	-0.086983	0.060888	0.088742	0	0.038925	-0.297896	0	0.027965	-0.297896	0	0.149548	0.109966	0	6.286161	0	0	0	0	0	4.794537	0	0	0	0	6.286161	0	0	0	0	29.82892	6.923737	0	6.286161	0	0	0	0	10.11778156	0	1.917778	0.846666667	1.99462585	202	-0.6	-1.72	-4.55	7.41	4.44	0.68	1	-0.84	0.27	0	0	0	0	1	0	0	0	90	304	0.5	0.901	0	1.395	1.48	1.389252	2.572516	1.439742	2.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10.117782	-1	0	-0.4375	0	0	0	2.25	0.5	2.25	4.5	0	0.447444	0.08641	-0.297896	0.149548	15.92144	0	0	1	6	0	1	3	0	0	0.343	2.616865	1.972493	3.828	1.647059	1.294118	1.388802	2.631293	0	0	-0.125	-0.4375	1.2222222	1.88	1	0	1.0818	2	0	0	1.741935	0	9	0
"28434-00-6"	"28434-00-6"	0	3	0	2	18	5	0	0.578947	0	4.002	16.016004	12.55482	0.569227	2.067253	62798.59	2.5	0.079	0	0.167	0.051	0	-1.64	3.931781	3.805482	1.752357	0.225312	0.686237	1.25836	2.531297	5	0	2.753286	0	0	-0.3900898	0.057012	6.103966	6.420822	11.146209	5.573105	6.07602	20.771212	26.50243	4.736863	9.589074	-0.043478	0.133772	-0.053763	-0.043478	0.133772	-0.252971	-0.053763	0.073989	-0.114551	0.704805	1.157895	1.23341	0.704805	0.759868	1.438031	1.157895	0.95356	0.277173	0.188123	-0.10307	0.051535	0.359036	0	0.191684	-0.457091	0	0.023639	-0.251888	0	0.310237	0.079827	0	17.856517	14.325937	0	0	0	0	14.325937	0	17.250803	0	0	11.75255	4.736863	0	0	6.578936	31.572619	44.098034	12.338728	6.103966	0	0	5.969305	5.66075728	24.46280222	0	2.797563	4.306924421	13.824359963	332	-5.92	-5.98	-5.05	16.46	9.16	0.52	0	-0.34	0.29	0	0	0	0	5	0	3	0	1112	5723	0.5	3.848	0.167	2.422	2.306	2.943022	3.254159	1.824918	1.253767	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12.480061	0.073989	-0.043478	-0.053763	-0.015789	-0.114551	-0.015789	1.438031	0.704805	1.157895	1.23341	0.607895	0.767328	0.114731	-0.457091	0.310237	47.460329	0	0	3	0	2	0	2.584963	0.167	0	2.209	3.369803	1.830347	3.924	0.953634	0.953634	1.021241	3.832606	0	0	-0.252971	-0.172932	1.4090909	4.78	3	0	1.695644	3.053666	0	0	1.639752	0	22	0
"140-49-8"	"140-49-8"	1	2	1	1	6	2	0	0.2	0	2.0665	4.270422	14.39771	0.614671	2.779704	1318.045	1.015	0	0.083	0	0	0.028	-1.35	3.87643	3.613293	1.062907	0.378052	0.768175	1.733356	2.979574	2	2	-0.2616097	1.220115	0	-0.1375742	0.02829011	0	11.250838	0	6.923737	24.265468	0	5.316789	11.60094	9.589074	-0.009423	-0.003973	-0.148319	-0.054382	-0.03891	0.077702	-0.312695	-0.078002	0.189954	0.541182	1.479495	1.228644	0.687082	0.790056	1.217061	1.397145	1.630571	0.275072	0.186069	-0.148297	0.074148	0.161423	0.106497	0.097408	-0.292835	-0.326338	0.033036	-0.275082	-0.326338	0.220747	0.169419	5.316789	17.570428	4.794537	0	0	5.687386	0	9.589074	0	0	11.196792	0	28.978751	5.316789	0	0	11.60094	0	24.265468	5.880003	0	5.90718	0	0	0	21.8166062	2.605713	1.220115	0	1.428399943	303	-6.09	-2.86	-8.98	9.76	9.69	0.55	1	-0.93	0.23	1	0	0	0	3	0	0	1	336	1195	0.444444	1.731	0	2.085	1.995	2.851324	2.925986	1.570047	0.729574	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11.127639	-0.195572	-0.03346	-0.059763	-0.69735	0.65046	-0.136769	1.071388	0.58563	1.080388	0.836254	1.912913	0.547085	0.162543	-0.326338	0.220747	17.281726	0	1	2	6	0	1	3.169925	0	0	0.543	3.326869	1.951858	3.838	0.69812	0.69812	0.614787	3.522055	0	0	-0.287011	-0.052777	1.2857143	1.58	4	0	1.37598	1.605389	0	0	1.68	0	14	0
"51-52-5"	"51-52-5"	0	1	2	1	3	2	1	0.428571	0	1.38499	1.918197	14.55973	0.658732	3.088124	271.4783	0.781	0	0.068	0	0	0.018	-0.9	4.135051	3.441112	0.874501	0.405122	0.800902	1.779424	2.963746	0	1	0	0.9039352	0	-0.1275926	0.1275926	0	4.771066	18.535571	0	6.066367	0	16.891694	12.217873	4.794537	-0.028688	0.043622	-0.143302	-0.180644	0.173117	-0.257623	0.088687	-0.758158	0	0.556339	1.190245	1.983741	0.839935	0.692247	1.119437	1.188824	0	0.312959	0.234212	-0.153317	0.076659	0.072619	0.202361	0.102484	-0.26948	-0.335874	0.023048	-0.26948	-0.299249	0.251361	0.172146	5.559267	9.967957	6.420822	0	0	0	0	0	9.967957	0	0	0	12.217873	4.983979	0	0	0	13.344559	18.638695	0	0	0	5.559267	0	0.40365741	16.22465231	0	0.7763426	1.877268519	2.053648904	308	-5.14	-2.15	-7.57	5.33	8.35	0.55	0	-0.9	0.4	0	0	0	1	2	0	0	0	158	595	0.5	1.047	0	1.143	1.265	2.307384	2.811837	1.691528	0.416899	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10.843707	-0.48468	-0.086659	-0.130155	0	0	0	1.537401	0.68636	0.896481	1.494135	0	0.587235	0.213632	-0.335874	0.251361	19.038487	0	2	2	6	0	0	3.169925	0	0	0.386	3.242612	1.960986	3.885	0.643323	0.416899	0.512138	3.517816	0	0	-0.044435	-0.025857	1.5454545	-0.39	4	0	1.212848	1.428571	0	0	1.692308	0	11	0
"1163-19-5"	"1163-19-5"	10	1	0	2	12	0	0	0	0	11.1039	123.296595	41.70309	0.21531	2.712767	89046.33	2.197	0	0.074	0	0	0.031	3.04	6.937407	6.921665	2.553437	0.26723	0.435525	1.20883	1.547972	0	12	0	9.428378	0	0.6198819	0.6198819	0	11.499024	44.727195	0	0	0	159.299439	4.736863	0	0.028313	-0.196627	0.011042	-0.092532	-0.364894	-0.043575	0.149648	-0.145067	0.023335	0.818375	0.965386	1.177647	1.060064	1.375218	1.006299	0.716792	0.690708	0.489964	0.170858	-0.083945	0.076949	0.204693	0	0.088448	-0.45243	0	0	-0.45243	0	0.157769	0	4.736863	0	0	0	0	0	11.499024	4.736863	0	0	0	11.499024	159.299439	4.736863	0	0	0	0	159.299439	35.781756	0	0	0	0	14.37426262	0	0	0	0	0	530	-10.07	-9.98	-2.79	54.65	11.68	2.71	0	1.16	0.01	0	10	0	0	2	0	0	0	1096	8151	0.5	6.861	0	8.413	2.638	4.387756	6.866905	1.551327	1.891729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.185648	-0.22337	0.060964	-0.080865	-0.049855	0.214237	-0.116515	0.956881	0.753072	1.032554	1.009067	0.961017	0.610199	0.114015	-0.45243	0.157769	0	0	0	1	12	0	2	3.70044	0	0	11.124	6.866905	1.681971	3.91	1.652174	1.891729	1.478261	1.970125	0	0	-0.084997	-0.130367	0.3043478	7.74	11	0	0.648711	2.97559	0	0	1.586207	0	23	0
